,Species,Owner,CountryofOrigin,TopCountriesBags,Farm.Name,Lot.Number,Mill,ICO.Number,Company,Altitude,Region,Producer,NumberofBags,Bag.Weight,InCountryPartner,HarvestYear,GradingDate,Owner,Variety,ProcessingMethod,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,CleanCup,Sweetness,CupperPoints,TotalCupPoints,Moisture,CategoryOneDefects,Quakers,Color,CategoryTwoDefects,Expiration,CertificationBody,CertificationAddress,CertificationContact,unitofmeasurement,altitudelowmeters,altitudehighmeters,altitudemeanmeters
1138,Arabica,shah plantations,"Tanzania, United Republic Of","Tanzania, United Republic Of",shah plantation,,shah plantation,C26,shah plantations,1600,karatu arusha,Shah Plantations,37,60 kg,Africa Fine Coffee Association,2014,"December 18th, 2014",Shah Plantations,Other,Washed / Wet,7.67,7.42,7.33,7.58,7.5,7.5,10,10,10,7.5,82.5,0.12,0,0,Green,1,"December 18th, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1600,1600,1600
1139,Arabica,amkeni gourmet coffee group,"Tanzania, United Republic Of","Tanzania, United Republic Of",amkeni,,amkeni gourmet coffee group,C35,amkeni gourmet coffee group,,moshi,Amkeni Gourmet Coffee Group,5,60 kg,Africa Fine Coffee Association,2014,"December 12th, 2014",Amkeni Gourmet Coffee Group,Other,Washed / Wet,7.75,7,7.42,7.58,7.58,7.58,10,10,10,7.58,82.5,0.12,0,0,Bluish-Green,3,"December 12th, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,NA,NA,NA
1140,Arabica,tembo coffee company ltd,"Tanzania, United Republic Of","Tanzania, United Republic Of",ilomba 2,,tembo coffee company ltd,C33,tembo coffee company ltd,1700,"ilomba vilage, mbozi",Tembo Coffee Company Ltd,10,60 kg,Africa Fine Coffee Association,2014,"December 15th, 2014",Tembo Coffee Company Ltd,Other,Washed / Wet,7.75,7.42,7.42,7.58,7.33,7.42,10,10,10,7.25,82.17,0.12,0,0,Green,1,"December 15th, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1700,1700,1700
1141,Arabica,balam hinyula,"Tanzania, United Republic Of","Tanzania, United Republic Of",ampcg,,dae ltd,4,volcafe/taylorwinch tanzania ltd,1500,kilimanjaro,AMPCG,300,2 kg,Tanzanian Coffee Board,2014,"March 25th, 2015",Balam Hinyula,Bourbon,Washed / Wet,7.42,7.33,7.42,7.42,7.5,7.58,10,10,10,7.42,82.08,0.12,0,0,Green,5,"March 24th, 2016",Tanzanian Coffee Board,047484d5700c44f033915e632e0c6013d985cd79,127e651fc8b7c35802268599656f2c76bf041b15,m,1500,1500,1500
1142,Arabica,ngorogoro convenant estate,"Tanzania, United Republic Of","Tanzania, United Republic Of",ngorogoro convenant estate,,ngorogoro convenant estate,C19,ngorogoro convenant estate,1500 - 1700,ngorogoro,Ngorogoro Convenant Estate,1,60 kg,Africa Fine Coffee Association,2014,"January 8th, 2015",Ngorogoro Convenant Estate,Other,Washed / Wet,7.42,7.5,7.5,7.33,7.33,7.5,10,10,10,7.5,82.08,0.12,0,0,Green,3,"January 8th, 2016",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1500,1700,1600
1143,Arabica,finca estate,"Tanzania, United Republic Of","Tanzania, United Republic Of",finca estate,,finca estate,C42,finca estate,1300- 1400,meru,Finca Estate,1,60 kg,Africa Fine Coffee Association,2014,"December 18th, 2014",Finca Estate,Other,Washed / Wet,7.42,7.42,7.33,7.58,7.33,7.42,10,10,10,7.5,82,0.12,0,0,Green,3,"December 18th, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1300,1400,1350
1144,Arabica,mcomafa co ltd,"Tanzania, United Republic Of","Tanzania, United Republic Of",mcomafa farm no1155gr,,mcomafa,C13,mcomafa co. ltd,1877,mbeya,Mcomafa,114,60 kg,Africa Fine Coffee Association,2014,"January 6th, 2015",Mcomafa Co Ltd,Other,Washed / Wet,7.33,7.33,7.33,7.42,7.5,7.58,10,10,10,7.42,81.92,0.12,0,0,Green,4,"January 6th, 2016",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1877,1877,1877
1145,Arabica,ngorogoro convenant estate,"Tanzania, United Republic Of","Tanzania, United Republic Of",ngorogoro convenant estate,,ngorogoro convenant estate,C15,ngorogoro convenant estate,1500 - 1700,ngorogoro,Ngorogoro Convenant Estate,1,60 kg,Africa Fine Coffee Association,2014,"January 8th, 2015",Ngorogoro Convenant Estate,Other,Washed / Wet,7.42,7.42,7.42,7.42,7.33,7.33,10,10,10,7.42,81.75,0.12,0,0,Bluish-Green,4,"January 8th, 2016",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1500,1700,1600
1146,Arabica,dae ltd company,"Tanzania, United Republic Of","Tanzania, United Republic Of",multiple,,dae ltd,C001,dae ltd company,1200-1800m,mbinga,DAE Ltd,20,60 kg,Africa Fine Coffee Association,2014,"January 2nd, 2015",DAE Ltd Company,Other,Washed / Wet,7.42,7.33,7.25,7.42,7.5,7.42,10,10,10,7.33,81.67,0.12,0,0,Green,0,"January 2nd, 2016",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1200,1800,1500
1147,Arabica,acacia hills ltd,"Tanzania, United Republic Of","Tanzania, United Republic Of",acacia hills,,acacia hills ltd,C30,acacia hills ltd,1800,"oldeani , mongola",Acacia Hills Ltd,100,60 kg,Africa Fine Coffee Association,2014,"December 18th, 2014",Acacia Hills Ltd,Other,Washed / Wet,7.42,7.42,7.33,7.42,7.42,7.33,10,10,10,7.25,81.58,0.12,0,0,Green,5,"December 18th, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1800,1800,1800
1148,Arabica,shangrilla estate ltd,"Tanzania, United Republic Of","Tanzania, United Republic Of",shangrilla estate,,shangrilla estate ltd,C38,shangrilla estate ltd,1700,karatu ngorogoro,Shangrilla Estate,100,60 kg,Africa Fine Coffee Association,2014,"December 17th, 2014",Shangrilla Estate Ltd,Other,Washed / Wet,7.33,7.17,7.17,7.5,7.25,7.42,10,10,10,7.42,81.25,0.13,0,0,Green,5,"December 17th, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1700,1700,1700
1149,Arabica,taylor winch (t) ltd,"Tanzania, United Republic Of","Tanzania, United Republic Of",ampcg,,taylor winch (t) ltd,C18,taylor winch (t) ltd,1550,mbinga,Taylor Winch (T) ltd,320,60 kg,Africa Fine Coffee Association,2014,"December 17th, 2014",Taylor Winch (T) Ltd,Bourbon,Washed / Wet,7.58,7.17,7.17,7.33,7.33,7.25,10,10,10,7.33,81.17,0.12,0,0,Bluish-Green,2,"December 17th, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1550,1550,1550
1150,Arabica,taylor winch (t) ltd,"Tanzania, United Republic Of","Tanzania, United Republic Of",mwalyego amcos,,taylor winch (t) ltd,C006,taylor winch (t) ltd,1456,"iwala village, mbeya rural",Taylor Winch (T) ltd,54,60 kg,Africa Fine Coffee Association,2014,"January 2nd, 2015",Taylor Winch (T) Ltd,Other,Washed / Wet,7.42,7.33,7.33,7.25,7.25,7.33,10,10,10,7.17,81.08,0.13,0,0,Green,2,"January 2nd, 2016",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1456,1456,1456
1151,Arabica,mlimani ngarashi,"Tanzania, United Republic Of","Tanzania, United Republic Of",rural cooperative society,,rafiki (coffee) limited,C23,mlimani ngarashi,1525 m,arusha,Mlimani Ngarashi,1,60 kg,Africa Fine Coffee Association,2014,"December 15th, 2014",Mlimani Ngarashi,Other,Washed / Wet,7.33,7.33,7.08,7.42,7.17,7.33,10,10,10,7.33,81,0.12,0,0,Green,5,"December 15th, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1525,1525,1525
1152,Arabica,karatu estate,"Tanzania, United Republic Of","Tanzania, United Republic Of",karatu estate,,karatu estate,C002,karatu estate,1700,"manyara, karatu",Karatu Estate,250,60 kg,Africa Fine Coffee Association,2014,"December 18th, 2014",Karatu Estate,Other,Washed / Wet,7.33,7.17,7.17,7.25,7.42,7.33,10,10,10,7.25,80.92,0.12,0,0,Green,0,"December 18th, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1700,1700,1700
1153,Arabica,burka coffee estate,"Tanzania, United Republic Of","Tanzania, United Republic Of",burka coffee estates,,burka coffee estates,C28,burka coffee estate,1400,arusha,Burka Coffee Estates,10,60 kg,Africa Fine Coffee Association,2014,"January 6th, 2015",Burka Coffee Estate,Other,Washed / Wet,7.25,7.08,7.08,7.33,7.33,7.25,10,10,10,7.25,80.58,0.12,0,0,Bluish-Green,1,"January 6th, 2016",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1400,1400,1400
1154,Arabica,kongoni estate,"Tanzania, United Republic Of","Tanzania, United Republic Of",kongoni estate,,kongoni estate,C16,kongoni estate,,arusha,Kongoni Estate,1,60 kg,Africa Fine Coffee Association,2014,"December 18th, 2014",Kongoni Estate,Other,Washed / Wet,7.25,7.17,7.25,7.25,7.25,7.08,10,10,10,7.08,80.33,0.12,0,0,Bluish-Green,5,"December 18th, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,NA,NA,NA
1155,Arabica,tembo coffee company ltd,"Tanzania, United Republic Of","Tanzania, United Republic Of",ilomba 1,,tembo coffee company ltd,C39,tembo coffee company ltd,1700,"ilomba vilage, mbozi",Tembo Coffee Company Ltd,10,60 kg,Africa Fine Coffee Association,2013,"December 15th, 2014",Tembo Coffee Company Ltd,Other,Washed / Wet,7.33,7.33,7.5,7.25,7.42,7.33,10,10,10,7.5,81.67,0.12,0,0,Green,7,"December 15th, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1700,1700,1700
1156,Arabica,specialty coffee-korea,"Tanzania, United Republic Of","Tanzania, United Republic Of",,,,A019116,,,,,100,60 kg,Specialty Coffee Institute of Asia,2012,"September 3rd, 2013",Specialty Coffee-Korea,,Natural / Dry,8.42,8.17,8.17,8,7.58,8,10,10,10,8.17,86.5,0.11,0,0,Bluish-Green,1,"September 3rd, 2014",Specialty Coffee Institute of Asia,726e4891cf2c9a4848768bd34b668124d12c4224,b70da261fcc84831e3e9620c30a8701540abc200,m,NA,NA,NA
1157,Arabica,edwin agasso,"Tanzania, United Republic Of","Tanzania, United Republic Of",burka coffee estate,,rafiki (coffee) limited,033/DE/006/007,tcb,1400 meter above sea level,arusha,BURKA COFFEE ESTATE,300,2 kg,Tanzanian Coffee Board,2012,"April 19th, 2013",Edwin Agasso,Arusha,Washed / Wet,7.67,7.5,7.33,7.25,7.58,7.75,10,10,10,7.75,82.83,0.11,0,0,Green,5,"April 19th, 2014",Tanzanian Coffee Board,047484d5700c44f033915e632e0c6013d985cd79,127e651fc8b7c35802268599656f2c76bf041b15,m,1400,1400,1400
1158,Arabica,����φ����� koju matsuzawa,Thailand,Thailand,matsuzawa coffee,MCTFHMG15/16,matsuzawa coffee,,matsuzawa coffee,,thailand,Matsuzawa Coffee,50,50 kg,Specialty Coffee Institute of Asia,2015,"June 27th, 2016",����φ����� Koju Matsuzawa,Caturra,Pulped natural / honey,7.75,7.75,7.75,7.75,8,7.75,10,10,10,8,84.75,0.12,0,0,Green,0,"June 27th, 2017",Specialty Coffee Institute of Asia,726e4891cf2c9a4848768bd34b668124d12c4224,b70da261fcc84831e3e9620c30a8701540abc200,m,NA,NA,NA
1159,Arabica,����φ����� koju matsuzawa,Thailand,Thailand,matsuzawa coffee,MCCRNX115/16,matsuzawa coffee,,matsuzawa coffee,1200,chiang rai thailand,Matsuzawa Coffee,20,25 kg,Specialty Coffee Institute of Asia,2015,"November 2nd, 2016",����φ����� Koju Matsuzawa,Catimor,Natural / Dry,7.83,7.75,7.75,7.42,7.83,7.67,10,10,10,8,84.25,0.12,0,0,Green,0,"November 2nd, 2017",Specialty Coffee Institute of Asia,726e4891cf2c9a4848768bd34b668124d12c4224,b70da261fcc84831e3e9620c30a8701540abc200,m,1200,1200,1200
1160,Arabica,sarawut premjit,Thailand,Thailand,saveg coffee farm,INT-2015,dry mill,,intercof 1978 group company limited,1350,chiangrai,"Phatang, Saveg",45,40 kg,Specialty Coffee Association,2015,"October 18th, 2016",Sarawut Premjit,Catimor,Natural / Dry,7.67,7.75,7.5,7.67,7.67,7.83,10,10,10,7.83,83.92,0.1,0,0,Bluish-Green,1,"October 18th, 2017",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1350,1350,1350
1161,Arabica,����φ����� koju matsuzawa,Thailand,Thailand,matsuzawa coffee,MCCFWXA15/16,matsuzawa coffee,,matsuzawa coffee,1200,thailand,Matsuzawa Coffee,500,25 kg,Specialty Coffee Institute of Asia,2015,"June 27th, 2016",����φ����� Koju Matsuzawa,Catimor,Washed / Wet,7.5,7.58,7.75,7.5,7.75,7.67,10,10,10,7.67,83.42,0.13,0,0,Bluish-Green,0,"June 27th, 2017",Specialty Coffee Institute of Asia,726e4891cf2c9a4848768bd34b668124d12c4224,b70da261fcc84831e3e9620c30a8701540abc200,m,1200,1200,1200
1162,Arabica,doi tung development project,Thailand,Thailand,,,,-,doi tung development project,800++,thailand,Doi Tung Development Project,1,1 kg,Specialty Coffee Association,2014,"June 9th, 2015",Doi Tung Development Project,,Washed / Wet,7.5,7.75,7.58,7.83,7.67,7.58,10,10,10,7.75,83.67,0.12,0,0,Bluish-Green,0,"June 8th, 2016",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,800,800,800
1163,Arabica,doi tung development project,Thailand,Thailand,,,,-,doi tung development project,800++,thailand,Doi Tung Development Project,1,1 kg,Specialty Coffee Association,2014,"June 9th, 2015",Doi Tung Development Project,,Washed / Wet,7.67,7.58,7.58,7.75,7.42,7.67,10,10,10,7.5,83.17,0.12,0,0,Bluish-Green,0,"June 8th, 2016",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,800,800,800
1164,Arabica,doi tung development project,Thailand,Thailand,,,,-,doi tung development project,800++,thailand,Doi Tung Development Project,1,1 kg,Specialty Coffee Association,2014,"June 9th, 2015",Doi Tung Development Project,,Washed / Wet,7.75,7.33,7.42,7.67,7.42,7.5,10,10,10,7.5,82.58,0.12,0,0,Green,0,"June 8th, 2016",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,800,800,800
1165,Arabica,����φ����� koju matsuzawa,Thailand,Thailand,,,,Thailand,"coffeas co., ltd",1400-1500 m,chiangrai,"Coffeas Co., Ltd.",50,20 kg,Specialty Coffee Institute of Asia,2014,"February 15th, 2015",����φ����� Koju Matsuzawa,Caturra,Washed / Wet,7.42,7.58,7.58,7.42,7.58,7.5,10,10,10,7.5,82.58,0.12,0,0,Blue-Green,1,"February 15th, 2016",Specialty Coffee Institute of Asia,726e4891cf2c9a4848768bd34b668124d12c4224,b70da261fcc84831e3e9620c30a8701540abc200,m,1400,1500,1450
1166,Arabica,doi tung development project,Thailand,Thailand,,,,-,doi tung development project,800++,thailand,Doi Tung Development Project,1,1 kg,Specialty Coffee Association,2014,"June 9th, 2015",Doi Tung Development Project,,Washed / Wet,7.5,7.83,7.5,7.75,7.33,7.42,9.33,10,10,7.83,82.5,0.12,0,0,Green,0,"June 8th, 2016",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,800,800,800
1167,Arabica,����φ����� koju matsuzawa,Thailand,Thailand,,,,Thailand,"coffeas co., ltd",1400-1500 m,chiangrai,"Coffeas Co., Ltd.",50,20 kg,Specialty Coffee Institute of Asia,2014,"February 15th, 2015",����φ����� Koju Matsuzawa,Caturra,Washed / Wet,7.33,7.5,7.5,7.5,7.67,7.5,10,10,10,7.5,82.5,0.11,0,0,,0,"February 15th, 2016",Specialty Coffee Institute of Asia,726e4891cf2c9a4848768bd34b668124d12c4224,b70da261fcc84831e3e9620c30a8701540abc200,m,1400,1500,1450
1168,Arabica,doi tung development project,Thailand,Thailand,,,,49881,doi tung development project,800++,thailand,Doi Tung Development Project,1,1 kg,Specialty Coffee Association,2014,"June 9th, 2015",Doi Tung Development Project,,Washed / Wet,7.42,7.42,7.17,7.75,7.25,7.67,10,10,10,7.5,82.17,0.12,0,0,Bluish-Green,0,"June 8th, 2016",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,800,800,800
1169,Arabica,����φ����� koju matsuzawa,Thailand,Thailand,,,,Thailand,"coffeas co., ltd",1400-1500 m,chiangrai,"Coffeas Co., Ltd.",20,20 kg,Specialty Coffee Institute of Asia,2014,"February 15th, 2015",����φ����� Koju Matsuzawa,Caturra,Washed / Wet,6.83,7.42,7.42,7.17,7.5,7.42,10,10,10,7.42,81.17,0.12,0,0,Blue-Green,0,"February 15th, 2016",Specialty Coffee Institute of Asia,726e4891cf2c9a4848768bd34b668124d12c4224,b70da261fcc84831e3e9620c30a8701540abc200,m,1400,1500,1450
1170,Arabica,����φ����� koju matsuzawa,Thailand,Thailand,m10,,m10,,"coffeas co., ltd",1500,phahi,Koju Matsuzawa,300,60 kg,Specialty Coffee Institute of Asia,2013,"September 3rd, 2013",����φ����� Koju Matsuzawa,Caturra,Washed / Wet,7.42,7.5,7.5,7.67,7.58,7.5,10,10,10,7.5,82.67,0.11,0,0,Bluish-Green,0,"September 3rd, 2014",Specialty Coffee Institute of Asia,726e4891cf2c9a4848768bd34b668124d12c4224,b70da261fcc84831e3e9620c30a8701540abc200,m,1500,1500,1500
1171,Arabica,doi tung development project,Thailand,Thailand,,,doi tung development project,10704180,doi tung development project,800++,thailand,Doi Tung Development Project,1,1 kg,Specialty Coffee Association,2013,"June 20th, 2014",Doi Tung Development Project,,Washed / Wet,7.58,7.5,7.42,7.42,7.33,7.42,10,10,10,7.33,82,0.11,0,0,Green,0,"June 20th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,800,800,800
1172,Arabica,doi tung development project,Thailand,Thailand,,,doi tung development project,10703510,doi tung development project,800++,thailand,Doi Tung Development Project,1,1 kg,Specialty Coffee Association,2013,"June 16th, 2014",Doi Tung Development Project,,Washed / Wet,7.25,7.08,6.92,7.5,7.08,6.92,10,10,10,7,79.75,0.12,0,0,Green,0,"June 16th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,800,800,800
1173,Arabica,doi tung development project,Thailand,Thailand,,,doi tung development project,10703510,doi tung development project,800++,thailand,Doi Tung Development Project,1,1 kg,Specialty Coffee Association,2013,"June 16th, 2014",Doi Tung Development Project,,Washed / Wet,6.92,7.17,6.83,7.42,7.17,7.08,10,10,10,7.08,79.67,0.12,0,0,Blue-Green,0,"June 16th, 2015",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,800,800,800
1174,Arabica,itdp international,Thailand,Thailand,co-op #12,,,01-011-512,lanna cafe,1300,chiang rai,ITDP,53,1 kg,Specialty Coffee Association,2012,"April 12th, 2012",ITDP International,Caturra,Washed / Wet,7.83,8.33,7.83,8.25,7.58,7.92,10,10,10,8.42,86.17,0.1,1,0,Green,9,"April 12th, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1300,1300,1300
1175,Arabica,doi tung development project,Thailand,Thailand,doi tung development project,,doi tung development project,-,mae fah luang foundation,,thailand,Doi Tung Development Project,2,1 kg,Specialty Coffee Association,2012,"June 21st, 2012",Doi Tung Development Project,Other,Washed / Wet,7.92,8.17,8.17,8.42,8.08,8.17,8.67,8.67,9.33,8.42,84,0.12,0,0,Green,0,"June 21st, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,NA,NA,NA
